date_utc_from_id,date_ist,source,title,classification,review_status,evidence
2026-02-25T17:36:11+00:00,2026-02-25,https://x.com/k7agar/status/2026712845992472977,NVIDIA human-data scaling chart,Reference,Individual post opened in second image audit,February 25 2026: quotes Jim Fan's NVIDIA announcement. Scaling chart and 20000-hour training claim are others' work.
2026-02-19T16:20:46+00:00,2026-02-19,https://x.com/k7agar/status/2024519540663865345,DreamZero video-action architecture,Reference,Individual post opened in second image audit,February 19 2026: explicitly praises a modern video-action-model paper; reply names DreamZero. Joint denoising/async inference claims belong to external paper.
2026-02-03T05:34:39+00:00,2026-02-03,https://x.com/k7agar/status/2018558733333532982,DualWorld action-extraction critique,Reference / proposed reproduction,Individual post opened in second image audit,February 3 2026: discussion of third-party DualWorld deployment; author says he should try reproducing before judging. Reproduction is a plan here.
2026-01-30T07:41:46+00:00,2026-01-30,https://x.com/k7agar/status/2017141169944482209,Generated ArUco-marker experiment,Craft / tooling,Individual post opened in second image audit,January 30 2026: author says Claude Code output ArUco markers. Not evidence of a complete tracking system or robot controller.
2026-01-28T04:21:43+00:00,2026-01-28,https://x.com/k7agar/status/2016366049206403389,Generative-model dynamics illustration,Reference / attribution needed,Individual post opened in second image audit,January 28 2026: conceptual commentary over a figure. No source or own-run evidence in visible post; do not assign diagram/results to Atharva.
2026-01-27T17:37:48+00:00,2026-01-27,https://x.com/k7agar/status/2016204003974271090,Self-refining sampling with Cosmos Policy,Own experiment using external models,Individual post opened in second image audit,January 27 2026: explicitly experimenting with self-refining video sampling (arXiv:2601.18577) and Cosmos Policy. Describes DAE latent refinement at ODE steps without retraining. No quantified SR improvement/protocol verified.
2025-12-14T11:56:23+00:00,2025-12-14,https://x.com/k7agar/status/2000173019503996952,Robotics loss curve with caveat,Own experiment / incomplete metadata,Individual post opened in second image audit,December 14 2025: author explicitly warns that loss curves do not establish robot performance. Useful limitations image; method and evaluation still unspecified.
2025-12-03T12:28:04+00:00,2025-12-03,https://x.com/k7agar/status/1996194722856247792,Service-status screenshot,Other / corrected false lead,Individual post opened in second image audit,December 3 2025: complaint about Anthropic service. Colored strips are not V-JEPA tokens or research results.
2025-11-20T20:02:11+00:00,2025-11-21,https://x.com/k7agar/status/1991597963190366308,SAM 3D human-mesh reconstruction,Model experiment / attribution needed,Individual post opened in second image audit,"November 21 2025 IST: quotes own SAM 3D post about full-human mesh from hand position. This is SAM 3D, not HaMeR. Underlying model belongs to Meta; exact inputs/procedure and authorship of reconstruction still need verification."
2025-11-20T19:47:59+00:00,2025-11-21,https://x.com/k7agar/status/1991594389706277358,SAM 3D body reconstruction and proposed RL pipeline,Model experiment / next step,Individual post opened in second image audit,"November 21 2025 IST: own post about SAM 3D reconstruction; follow-up proposes combining SAM 3D Body, SAM 3D Object and Map Anything for RL. This is proposed investigation, not completed robot training. Follow-up: https://x.com/k7agar/status/1991594656384315901"
2025-11-20T13:17:59+00:00,2025-11-20,https://x.com/k7agar/status/1991496243558977891,Packed robotics kits,Team workshop hardware,Individual post opened in second image audit,"November 20 2025: stacked kit boxes and quote of buy-button post. Supports shipping/production story, not a verified quantity from the image."
2025-11-19T16:36:42+00:00,2025-11-19,https://x.com/k7agar/status/1991183865587876176,Robot and cardboard,Prior-pass lead,Prior-pass evidence; not reopened in second audit,Mixed-media grid link; control unverified
2025-11-18T02:55:11+00:00,2025-11-18,https://x.com/k7agar/status/1990614734077579538,Physical Intelligence robot reference,Reference,Individual post opened in second image audit,November 18 2025: discussion of Physical Intelligence's pi-star-0.6 learning announcement. Third-party hardware image and claims; do not attribute to Atharva.
2025-11-12T16:45:09+00:00,2025-11-12,https://x.com/k7agar/status/1988649278596870623,Workshop PCB production batch,Team hardware,Individual post opened in second image audit,November 12 2025: black PCB batch; Chinmay Kak reply identifies workshop context. No autonomous demo implied.
2025-11-10T08:46:08+00:00,2025-11-10,https://x.com/k7agar/status/1987803953158033641,Wall-E v2.7 PCB front and back,Hardware,Individual post opened in second image audit,"November 10 2025: two photo attachments, author praises black PCB. Exact design role not established. Both photos inspected: front labeled WALL-E v2.7 / 2025; reverse explicitly credits designers Vishal Mutha and Shaunak Datar."
2025-11-07T16:46:02+00:00,2025-11-07,https://x.com/k7agar/status/1986837557506941253,Workshop kits sorted into parts,Team workshop hardware,Individual post opened in second image audit,"November 7 2025: explicitly workshop part 2, quoting October component delivery. Parts laid out; useful bridge from board delivery to packed kits."
2025-10-29T19:00:36+00:00,2025-10-30,https://x.com/k7agar/status/1983609932135145647,Flight-controller development workbench,Team hardware,Individual post opened in second image audit,October 30 2025 IST: author reply explicitly says they were trying to make their own flight controller using a cheap F450 configuration. Previously generic workspace lead missed this project.
2025-10-29T06:28:29+00:00,2025-10-29,https://x.com/k7agar/status/1983420656973930977,Julia terminal plotting example,Reference / corrected false lead,Individual post opened in second image audit,October 29 2025: recommends Julia in response to a terminal-plotting question. Not robot diagnostics or own experimental curves.
2025-10-26T15:20:15+00:00,2025-10-26,https://x.com/k7agar/status/1982467315674579188,Robotics workshop component delivery,Team workshop hardware,Individual post opened in second image audit,"October 26 2025: explicitly running a robotics workshop; all four own photo attachments inspected. Good production-stage source; counts and roles should come from verified Doc/user facts. All four pictures inspected: IMUs, sensing PCBs, wired battery holders and mechanical parts. Author replies report 70+ kits for soldering/testing/assembly/packing; do not conflate this batch with the Doc's cumulative 300+ students. Batch-count reply: https://x.com/k7agar/status/1982467421006168077 ; component details: https://x.com/k7agar/status/1982708097471910276"
2025-10-23T11:16:47+00:00,2025-10-23,https://x.com/k7agar/status/1981318884130247167,VLA LIBERO training loss,Experiment lead,Individual post opened in second image audit,"October 23 2025: own post with a VLA/LIBERO run label and falling loss. Exact model, dataset split, evaluation and contribution cannot be inferred from a curve."
2025-09-27T14:49:25+00:00,2025-09-27,https://x.com/k7agar/status/1971950310936686686,Bimanual robot and compute workbench,Own setup,Individual post opened in second image audit,"September 27 2025: both own images inspected, twin arms and GPU/desk setup. Quoted Ari Wasch desk is separate third-party media."
2025-09-26T14:12:08+00:00,2025-09-26,https://x.com/k7agar/status/1971578537686777986,EgoBridge paper screenshot,Reference,Individual post opened in second image audit,September 26 2025: external paper on egocentric-human-data imitation. Authorship does not include Atharva; future automation remarks are opinion.
2025-09-21T14:28:23+00:00,2025-09-21,https://x.com/k7agar/status/1969770687121568201,Twin arms and egocentric-data direction,Own hardware / stated plan,Individual post opened in second image audit,September 21 2025: physical twin arms; author says egocentric human data to bimanual manipulation is a direction to pursue. Not evidence that transfer already works.
2025-09-12T18:35:11+00:00,2025-09-13,https://x.com/k7agar/status/1966571307623239944,Skull PCB silkscreen reference,Unresolved attribution,Individual post opened in second image audit,September 13 2025 IST reply saying yes to Seb Krier. Image is a skull PCB; connection to club board plausible but this post alone does not establish design authorship.
2025-08-23T23:57:13+00:00,2025-08-24,https://x.com/k7agar/status/1959404593336770806,SRA CustomRot-32 Batman PCB design,Team hardware,Individual post opened in second image audit,"August 24 2025: all three images inspected, CAD front/back and layout workstation. Board shows SRA and design credits Varun Malekar and Archit More. Do not claim sole design authorship."
2025-08-23T09:26:12+00:00,2025-08-23,https://x.com/k7agar/status/1959185394718675364,ESP32 LCD build,Prior-pass lead,Prior-pass evidence; not reopened in second audit,Mixed-media grid link; Craft lead
2025-08-17T09:54:07+00:00,2025-08-17,https://x.com/k7agar/status/1957018092724224484,Flow-matching equation discussion,Study note,Individual post opened in second image audit,August 17 2025: equation/question screenshot. No experimental outcome established.
2025-07-03T11:20:17+00:00,2025-07-03,https://x.com/k7agar/status/1940732321487024421,Biped build,Prior-pass lead,Prior-pass evidence; not reopened in second audit,Opened; physical wired biped on bench; learned locomotion not established
2025-06-29T12:04:41+00:00,2025-06-29,https://x.com/k7agar/status/1939293943533052143,V-JEPA blog publication,Own writing,Individual post opened in second image audit,June 29 2025: explicitly announces his JEPA blog. Link already preserved from Craft: https://ksagar.bearblog.dev/vjepa/. Treat blog explanation separately from authorship of Meta's model.
2025-06-28T14:41:57+00:00,2025-06-28,https://x.com/k7agar/status/1938971132897759469,CRT terminal aesthetic,Craft / attribution needed,Individual post opened in second image audit,June 28 2025: tags Harish Ashok. CRT setup visible; ownership/build credit needs confirmation before presenting as solo work.
2025-06-20T20:09:05+00:00,2025-06-21,https://x.com/k7agar/status/1936154358812708968,V-JEPA layers 19 and 39 heatmaps,Own visualization,Individual post opened in second image audit,June 21 2025 IST: author explicitly compares layers 19 and 39 and explains checking detail across layers. Caption calls it attention heat map; extraction method not verified.
2025-06-20T16:51:22+00:00,2025-06-20,https://x.com/k7agar/status/1936104602308690148,V-JEPA similarity-based saliency,Own visualization,Individual post opened in second image audit,June 20 2025: caption informally calls it attention map; image labels it V-JEPA2 saliency (similarity-based). Preserve the more precise figure label; not robot execution.
2025-06-20T15:28:51+00:00,2025-06-20,https://x.com/k7agar/status/1936083832434049367,Duck-like biped prototype,Hardware,Individual post opened in second image audit,June 20 2025: physical biped photo. Build roles and learned locomotion not established by this image.
2025-06-19T06:57:09+00:00,2025-06-19,https://x.com/k7agar/status/1935592672674332782,Token-strip diagnostic,Experiment lead,Individual post opened in second image audit,"June 19 2025 caption only says ugh. A colored token strip is not enough to verify model, method or a result."
2025-06-16T09:01:39+00:00,2025-06-16,https://x.com/k7agar/status/1934536840549413373,V-JEPA 2 architecture and commentary,Reference,Individual post opened in second image audit,"June 16 2025: commentary on Meta's V-JEPA 2. Internet-video and 62-hour robot-video claims describe external research, not own training."
2025-06-14T15:03:05+00:00,2025-06-14,https://x.com/k7agar/status/1933903024419901510,LeRobot hardware setup,Team hardware,Individual post opened in second image audit,June 14 2025: LeRobot-tagged arm photograph and supportive team replies. Useful hackathon/setup context; preserve team and upstream attribution.
2025-06-09T15:50:42+00:00,2025-06-09,https://x.com/k7agar/status/1932103068021317857,Table-tennis robot reference image,Unresolved attribution,Individual post opened in second image audit,Reply for robots of course in discussion of a table-tennis table. A pictured white arm is not evidence of Atharva's own controller or build.
2025-06-09T15:25:29+00:00,2025-06-09,https://x.com/k7agar/status/1932096721536081926,Small quadruped arrival,Hardware,Individual post opened in second image audit,June 9 2025: baby quadruped is in the house. Physical hardware present; arrival/photo does not establish construction or learned walking.
2025-06-08T22:20:44+00:00,2025-06-09,https://x.com/k7agar/status/1931838835388031211,Collecting trajectories for a small learning experiment,Own experiment / incomplete metadata,Individual post opened in second image audit,June 9 2025 IST: says collecting 100k trajectories and considering Prime Intellect after laptop limits. Screens show synthetic panels; task and final dataset size not established.
2025-06-08T21:58:50+00:00,2025-06-09,https://x.com/k7agar/status/1931833323988664646,Autoencoder and predictor training log,Own experiment / incomplete metadata,Individual post opened in second image audit,June 9 2025 IST: celebrates a working run. Image shows autoencoder/predictor loss; exact model and downstream result unverified.
2025-06-04T12:21:02+00:00,2025-06-04,https://x.com/k7agar/status/1930238364998832435,Go2 locomotion training plot,Own experiment,Individual post opened in second image audit,"June 4 2025: reply to his keyboard-controlled Go2 locomotion video. Plot is training mean reward, although caption informally says loss curves. Environment/controller details beyond keyboard input need confirmation."
2025-06-04T10:26:45+00:00,2025-06-04,https://x.com/k7agar/status/1930209603947556942,Locomotion reward and episode length,Own experiment,Individual post opened in second image audit,June 4 2025: explicitly locomotion; chart shows IsaacLab training reward and episode length. No real-hardware transfer or success rate inferred.
2025-06-01T21:41:34+00:00,2025-06-02,https://x.com/k7agar/status/1929292264020287544,Flow-matching digits at 3k and 30k steps,Own experiment,Individual post opened in second image audit,"June 2 2025 IST: author explicitly compares 3k and 30k training steps in image-generation thread. Toy image-generation work, not robot actions."
2025-06-01T21:36:12+00:00,2025-06-02,https://x.com/k7agar/status/1929290912745607376,Flow-matching digit generation,Own experiment,Individual post opened in second image audit,June 2 2025 IST: handwritten-digit grid and flow-matching caption; links the training-step comparison. No robot rollout.
2025-06-01T21:11:19+00:00,2025-06-02,https://x.com/k7agar/status/1929284647621468534,Early PyTorch generated-image test,Own experiment / incomplete metadata,Individual post opened in second image audit,June 2 2025 IST: says something is working and celebrates writing PyTorch again. Fuzzy image grid; do not infer a complete model or robotics capability.
2025-05-29T18:28:30+00:00,2025-05-29,https://x.com/k7agar/status/1928156512557342973,Robot badminton perception diagram,Reference,Individual post opened in second image audit,May 29 2025: admiration for a diagram; author quotes shuttlecock perception error and EKF estimation. External paper illustration; paper identity not fully verified.
2025-05-15T12:43:48+00:00,2025-05-15,https://x.com/k7agar/status/1922996333511610866,SmolVLM paper chart,Reference,Individual post opened in second image audit,May 15 2025: explicitly praises Hugging Face's SmolVLM paper and links arxiv.org/pdf/2504.05299. External result.
2025-05-12T17:57:32+00:00,2025-05-12,https://x.com/k7agar/status/1921988126286790761,RoPE comparison negative result,Own experiment / failure,Individual post opened in second image audit,"May 12 2025: explicitly reports worse performance after about 10k more steps; quotes the RoPE comparison. Useful failure/result pair, not a blanket improvement claim."
2025-05-12T15:29:14+00:00,2025-05-12,https://x.com/k7agar/status/1921950803813683642,nanoVLM RoPE comparison,Own experiment,Individual post opened in second image audit,May 12 2025: compares basic linear-scaled RoPE with dynamic frequency scaling and ramp correction. Author reports merged nanoVLM PR 37; repository merge not independently checked. Include worse-performing follow-up.
2025-05-10T06:24:42+00:00,2025-05-10,https://x.com/k7agar/status/1921088990154781119,Training curve on a 4090,Own experiment / incomplete metadata,Individual post opened in second image audit,"May 10 2025: author names his 4090 in a reply. Model, dataset and evaluation not specified by this post."
2025-05-09T22:00:49+00:00,2025-05-10,https://x.com/k7agar/status/1920962185628438850,Training curve pair,Experiment lead,Individual post opened in second image audit,May 10 2025 post about watching loss curves. Exact experiment metadata remains unverified.
2025-04-14T05:35:30+00:00,2025-04-14,https://x.com/k7agar/status/1911654525972488205,PewDiePie keyboard/Linux screenshot,Reference / corrected false lead,Individual post opened in second image audit,Author explicitly comments on PewDiePie. Do not present this as Atharva's split-keyboard build.
2025-04-10T11:23:10+00:00,2025-04-10,https://x.com/k7agar/status/1910292467783544882,Small arm on wheeled platform,Hardware,Individual post opened in second image audit,April 10 2025 adult lego post. Physical build photograph; control and personal/team roles unverified.
2025-04-07T15:16:28+00:00,2025-04-07,https://x.com/k7agar/status/1909264016121168283,Printed robot arm,Own hardware,Individual post opened in second image audit,April 7 2025; author says his 3D printer gave up at the end. Physical prototype; not just a gripper and not a learning-result claim.
2025-04-05T10:13:17+00:00,2025-04-05,https://x.com/k7agar/status/1908462941352980818,Tiny manipulator at a workshop,Hardware lead,Individual post opened in second image audit,"April 5 2025: tiny manipulator photo. Useful Mario/teaching candidate, but this post alone does not establish workshop role or student count."
2025-03-26T12:27:05+00:00,2025-03-26,https://x.com/k7agar/status/1904872735798341686,DIY laser-cut manipulator,Own hardware,Individual post opened in second image audit,"March 26 2025: both photos inspected. Servo arm on an electronics base; no visible wheels, so previous mobile-manipulator label was too strong. No policy/control claim."
2025-03-23T15:10:59+00:00,2025-03-23,https://x.com/k7agar/status/1903826819549462869,Isaac Sim troubleshooting,Own experiment,Individual post opened in second image audit,March 23 2025 simulation screenshot and complaint about Isaac Sim. Supports a failure/debugging note; not hardware execution.
2025-03-18T15:10:03+00:00,2025-03-18,https://x.com/k7agar/status/1902014642362397077,Wheeled robot,Prior-pass lead,Prior-pass evidence; not reopened in second audit,Mixed-media lead
2025-03-15T04:32:41+00:00,2025-03-15,https://x.com/k7agar/status/1900767082113065297,Printer repair and Kurma assembly,Craft / hardware,Individual post opened in second image audit,March 15 2025: all three images inspected. Photo 1 Ultimaker repair; photo 2 coding desk; photo 3 additional Kurma assembly/wiring image hidden behind the printer thumbnail.
2025-03-06T20:29:21+00:00,2025-03-07,https://x.com/k7agar/status/1897746345089532173,Rebuilding Kurma,Team hardware,Individual post opened in second image audit,March 7 2025 IST: explicitly rebuilding Kurma; Sujal replies about the joint effort. Earlier label arm and electronics missed the named project.
2025-02-28T16:42:07+00:00,2025-02-28,https://x.com/k7agar/status/1895514833359098330,Humanoid dexterous sim-to-real reference,Reference,Individual post opened in second image audit,Reply to Toru's Sim2Real RL announcement; source project toruowo.github.io/recipe/. Not Atharva's humanoid result.
2025-02-15T21:02:03+00:00,2025-02-16,https://x.com/k7agar/status/1890869205118996578,Late-night robot workbench,Hardware,Individual post opened in second image audit,February 16 2025: author calls hardware hacks stimulating. Photograph only; task/control mode unverified.
2025-01-18T12:26:26+00:00,2025-01-18,https://x.com/k7agar/status/1880592585812820244,Kurma hardware build,Hardware,Individual post opened in second image audit,January 18 2025 build robots post. Pair with the February video that explicitly says remote controlled; do not call this autonomous RL.
2025-01-13T13:38:21+00:00,2025-01-13,https://x.com/k7agar/status/1878798744935895115,Kurma builders together,Team hardware,Individual post opened in second image audit,January 13 2025 group build scene quoting the assembly post. Individual team roles remain unverified.
2025-01-13T13:35:18+00:00,2025-01-13,https://x.com/k7agar/status/1878797975801250103,Kurma wiring and assembly,Team hardware,Individual post opened in second image audit,January 13 2025: robot and DeepSeek V3 day. Physical assembly scene; using coding assistance does not establish autonomous control.
2025-01-02T14:33:22+00:00,2025-01-02,https://x.com/k7agar/status/1874826320661946865,Raspberry Pi workbench,Craft,Individual post opened in second image audit,January 2 2025 author explicitly mentions Raspberry Pis. Not an EMG or manipulation result.
2024-12-08T15:28:43+00:00,2024-12-08,https://x.com/k7agar/status/1865780553846558961,Robotics lab workbench,Personal / hardware,Individual post opened in second image audit,December 8 2024 messy-desk post. Context image; no measured result.
2024-11-16T09:41:20+00:00,2024-11-16,https://x.com/k7agar/status/1857720599545786868,Bakasur robot competition follow-up,Own hardware,Individual post opened in second image audit,"November 16 2024: says he won and names robot Bakasur, quoting the tuning post. Exact event/ranking and controller unspecified. Previously described too vaguely as embedded board."
2024-11-16T09:39:51+00:00,2024-11-16,https://x.com/k7agar/status/1857720227775262969,ESP32 board collection,Hardware,Individual post opened in second image audit,"November 16 2024: both board photos inspected. Development-board collection, not evidence that each board is an original design."
2024-11-11T15:36:38+00:00,2024-11-11,https://x.com/k7agar/status/1855998073807491487,SRA laboratory and robot tuning,Own hardware / team setting,Individual post opened in second image audit,"November 11 2024: two images inspected, lab track mats and ESP32 robot close-up. Author says tuning his robot; useful early Wall-E/SRA context. See later Bakasur post."
2024-10-09T18:17:02+00:00,2024-10-09,https://x.com/k7agar/status/1844079643084849306,Early deep-RL and robot-dog update,Own experiment,Individual post opened in second image audit,October 9 2024: explicitly implementing deep-RL papers and making a robot dog walk. Image is a simulation model; no successful real-hardware transfer established.
2024-09-05T13:55:39+00:00,2024-09-05,https://x.com/k7agar/status/1831692675210465307,Wheeled flying robot,Hardware lead,Individual post opened in second image audit,Author reply says it can walk and fly. Photograph shows wheels and propellers; no flight/locomotion result or precise personal contribution established.
2024-09-02T22:26:57+00:00,2024-09-03,https://x.com/k7agar/status/1830734184769638641,Large manipulator photograph,Hardware lead,Individual post opened in second image audit,Personal post admiring manipulators. Hardware identity and authorship unverified; not a learning result.
2024-08-18T10:36:43+00:00,2024-08-18,https://x.com/k7agar/status/1825119629443805391,Robotics aesthetic collection,Unresolved attribution,Individual post opened in second image audit,"All four images inspected: purple arm, commercial hoodie, meme, laptop design. Moodboard context; do not attribute the arm build to Atharva without confirmation."
2024-06-22T22:26:01+00:00,2024-06-23,https://x.com/k7agar/status/1804642022671913387,RL dissertation abstract,Reference,Individual post opened in second image audit,Comment about being a PhD student under Sutton. Not Atharva's dissertation.
2024-03-24T19:07:47+00:00,2024-03-25,https://x.com/k7agar/status/1771977227837505649,Keyboard reference in HHKB discussion,Unresolved attribution,Individual post opened in second image audit,Reply in a keyboard-design conversation; this still image does not establish an own build. Separate keyboard-build video remains in video inventory.
2024-03-13T17:35:22+00:00,2024-03-13,https://x.com/k7agar/status/1767967703363440874,CASIOPEA album artwork,Personal / corrected false lead,Individual post opened in second image audit,Full image is music album artwork depicting racing cars. Previously mislabeled Cassiopeia robots; exclude from robotics work.
2023-12-05T09:44:27+00:00,2023-12-05,https://x.com/k7agar/status/1731972794550771785,Working keyboard PCB,Craft,Individual post opened in second image audit,"December 2023 post celebrates working hardware. Full image shows a keyboard switch PCB, not a batch of robotics boards."
2023-12-05T07:13:03+00:00,2023-12-05,https://x.com/k7agar/status/1731934692838908120,Mamba paper learning curves,Reference,Individual post opened in second image audit,"Links arxiv.org/pdf/2312.00752 and comments on DNA modeling. External paper figure, not own training results."
2023-11-26T19:26:31+00:00,2023-11-27,https://x.com/k7agar/status/1728857784358449198,PCB hacker-message image,Unresolved attribution,Individual post opened in second image audit,Caption only says real. Image ownership not established; do not present as own board design.
2023-08-10T08:22:50+00:00,2023-08-10,https://x.com/k7agar/status/1689552874152382465,Student productivity tool concept,Craft,Individual post opened in second image audit,August 2023 buildspace post; image pitches an open-source student time-management tool. Completion and code not verified.
2023-05-17T13:30:30+00:00,2023-05-17,https://x.com/k7agar/status/1658827335469023237,Remote LED-message artwork,Reference,Individual post opened in second image audit,Post tags notpinkxyz; notpinkart thanks Atharva for placing a message. Not evidence that Atharva built the electronics.
2023-01-18T05:49:59+00:00,2023-01-18,https://x.com/k7agar/status/1615587285558497280,Phone screenshots with unavailable parent,Other / corrected false lead,Individual post opened in second image audit,"January 18 2023: reply caption yep; parent deleted. Previously labeled electronics/LED build, incorrectly. Grid first image is a phone screenshot; no robotics claim supported."
2022-01-13T15:26:31+00:00,2022-01-13,https://x.com/k7agar/status/1481648861781569536,Oldest photo: Linux desktop customization,Craft / personal,Individual post opened in second image audit,January 13 2022: individual post now successfully opened. Reply says he used to be into Linux ricing. Visible timestamp confirms date; earlier unavailable-content note is superseded.
